organization,sector,attack_type,breach_date,records_exposed,country,year
Org_0385,Finance,Unpatched Vulnerability,2023-02-21,2455928,India,2023
Org_0078,Government,Malware,2023-02-27,457641,Brazil,2023
Org_0166,Healthcare,Ransomware,2023-02-28,789287,Canada,2023
Org_0046,Government,Misconfiguration,2023-03-01,650031,UK,2023
Org_0442,Healthcare,Physical Theft,2023-03-17,41692,India,2023
Org_0199,Retail,Ransomware,2023-03-19,1579058,Australia,2023
Org_0287,Technology,Malware,2023-03-24,758505,Germany,2023
Org_0229,Technology,Misconfiguration,2023-03-28,1853555,Canada,2023
Org_0013,Technology,Phishing,2023-04-02,290549,Canada,2023
Org_0627,Finance,Unpatched Vulnerability,2023-04-03,2531045,Australia,2023
Org_0185,Government,Ransomware,2023-04-06,3135673,Brazil,2023
Org_0608,Education,Misconfiguration,2023-04-06,1452358,India,2023
Org_0424,Healthcare,Phishing,2023-04-13,469673,Germany,2023
Org_0376,Healthcare,Misconfiguration,2023-04-17,813166,USA,2023
Org_0269,Technology,Phishing,2023-04-18,151018,USA,2023
Org_0592,Government,Misconfiguration,2023-04-22,380372,UK,2023
Org_0023,Technology,Unpatched Vulnerability,2023-04-22,818637,UK,2023
Org_0581,Technology,Phishing,2023-05-06,185855,UK,2023
Org_0259,Retail,Physical Theft,2023-05-10,384699,UK,2023
Org_0249,Technology,Insider Threat,2023-05-17,53070,Australia,2023
Org_0620,Healthcare,Unpatched Vulnerability,2023-05-26,853507,India,2023
Org_0554,Retail,Ransomware,2023-05-27,1890157,Germany,2023
Org_0560,Healthcare,Insider Threat,2023-05-29,91986,Brazil,2023
Org_0224,Government,Unpatched Vulnerability,2023-06-02,2893059,India,2023
Org_0483,Technology,Physical Theft,2023-06-02,7451,UK,2023
Org_0079,Education,Malware,2023-06-04,457732,Canada,2023
Org_0225,Government,Phishing,2023-06-07,107466,Germany,2023
Org_0400,Government,Malware,2023-06-09,594128,Brazil,2023
Org_0624,Technology,Unpatched Vulnerability,2023-06-22,1348501,UK,2023
Org_0646,Technology,Malware,2023-06-23,625145,UK,2023
Org_0089,Healthcare,Physical Theft,2023-07-04,853,Australia,2023
Org_0312,Technology,Ransomware,2023-07-13,580723,India,2023
Org_0215,Healthcare,Misconfiguration,2023-07-17,766854,Brazil,2023
Org_0340,Education,Misconfiguration,2023-07-22,1211068,Australia,2023
Org_0279,Technology,Physical Theft,2023-07-24,22621,Canada,2023
Org_0126,Technology,Phishing,2023-07-28,407211,Australia,2023
Org_0615,Healthcare,Malware,2023-08-04,487208,Brazil,2023
Org_0489,Healthcare,Misconfiguration,2023-08-04,672829,USA,2023
Org_0582,Education,Physical Theft,2023-08-06,15441,UK,2023
Org_0015,Finance,Physical Theft,2023-08-13,33321,India,2023
Org_0548,Retail,Insider Threat,2023-08-18,115416,USA,2023
Org_0115,Technology,Insider Threat,2023-08-20,26409,UK,2023
Org_0503,Technology,Physical Theft,2023-08-26,46603,UK,2023
Org_0233,Education,Unpatched Vulnerability,2023-08-28,2326267,Germany,2023
Org_0468,Technology,Ransomware,2023-08-29,1083157,Canada,2023
Org_0367,Retail,Phishing,2023-09-07,330052,Germany,2023
Org_0440,Healthcare,Ransomware,2023-09-07,1187913,Australia,2023
Org_0539,Technology,Phishing,2023-09-09,426558,Brazil,2023
Org_0182,Finance,Malware,2023-09-11,695083,USA,2023
Org_0110,Finance,Ransomware,2023-09-13,635609,Canada,2023
Org_0235,Education,Misconfiguration,2023-09-17,378586,Canada,2023
Org_0449,Education,Insider Threat,2023-09-27,147282,USA,2023
Org_0160,Government,Insider Threat,2023-09-30,90584,Brazil,2023
Org_0188,Healthcare,Misconfiguration,2023-10-04,1752831,Germany,2023
Org_0429,Government,Physical Theft,2023-10-18,7932,Canada,2023
Org_0363,Healthcare,Physical Theft,2023-10-22,49060,UK,2023
Org_0324,Government,Phishing,2023-10-26,234216,Canada,2023
Org_0636,Healthcare,Misconfiguration,2023-10-29,222284,UK,2023
Org_0145,Education,Misconfiguration,2023-11-06,970584,Australia,2023
Org_0176,Healthcare,Insider Threat,2023-11-12,95493,Canada,2023
Org_0505,Education,Misconfiguration,2023-11-12,62999,USA,2023
Org_0372,Finance,Ransomware,2023-11-13,1450586,India,2023
Org_0631,Retail,Physical Theft,2023-11-14,2918,USA,2023
Org_0292,Education,Unpatched Vulnerability,2023-11-17,331764,USA,2023
Org_0630,Technology,Unpatched Vulnerability,2023-11-17,2333023,UK,2023
Org_0399,Government,Ransomware,2023-11-24,4610522,Brazil,2023
Org_0300,Technology,Unpatched Vulnerability,2023-12-04,983710,USA,2023
Org_0517,Retail,Ransomware,2023-12-13,4758816,Canada,2023
Org_0148,Education,Malware,2023-12-14,476755,Canada,2023
Org_0163,Healthcare,Insider Threat,2023-12-22,131240,Germany,2023
Org_0463,Government,Insider Threat,2023-12-27,191637,USA,2023
Org_0088,Retail,Ransomware,2023-12-28,384699,Australia,2023
Org_0350,Government,Physical Theft,2023-12-30,14325,USA,2023
Org_0469,Technology,Insider Threat,2023-12-31,155793,India,2023
Org_0283,Technology,Insider Threat,2024-01-03,13610,USA,2024
Org_0025,Retail,Phishing,2024-01-06,73995,UK,2024
Org_0369,Healthcare,Ransomware,2024-01-07,3327693,UK,2024
Org_0135,Healthcare,Insider Threat,2024-01-11,101981,UK,2024
Org_0368,Government,Insider Threat,2024-01-12,72836,Canada,2024
Org_0522,Finance,Insider Threat,2024-01-12,169592,UK,2024
Org_0605,Education,Unpatched Vulnerability,2024-01-18,2498124,Australia,2024
Org_0271,Government,Physical Theft,2024-01-18,42880,Brazil,2024
Org_0129,Retail,Ransomware,2024-01-19,4503112,Brazil,2024
Org_0099,Technology,Insider Threat,2024-01-21,114855,Canada,2024
Org_0036,Healthcare,Malware,2024-02-04,642390,Germany,2024
Org_0528,Government,Ransomware,2024-02-14,1258593,Germany,2024
Org_0351,Finance,Malware,2024-02-20,594643,India,2024
Org_0265,Technology,Unpatched Vulnerability,2024-02-22,2422084,Brazil,2024
Org_0532,Technology,Misconfiguration,2024-02-27,1361980,Brazil,2024
Org_0392,Finance,Insider Threat,2024-03-03,24931,Canada,2024
Org_0318,Education,Unpatched Vulnerability,2024-03-03,1956183,Brazil,2024
Org_0026,Retail,Misconfiguration,2024-03-04,116091,Germany,2024
Org_0085,Retail,Unpatched Vulnerability,2024-03-04,1495600,Australia,2024
Org_0488,Finance,Malware,2024-03-04,423866,UK,2024
Org_0568,Finance,Unpatched Vulnerability,2024-03-05,694184,India,2024
Org_0398,Education,Physical Theft,2024-03-05,4046,Germany,2024
Org_0306,Retail,Insider Threat,2024-03-15,113306,India,2024
Org_0196,Healthcare,Unpatched Vulnerability,2024-03-19,1657681,Canada,2024
Org_0140,Finance,Misconfiguration,2024-03-20,1239734,USA,2024
Org_0310,Education,Phishing,2024-03-20,313460,India,2024
Org_0029,Government,Physical Theft,2024-03-26,10194,Brazil,2024
Org_0082,Retail,Unpatched Vulnerability,2024-03-26,2186891,India,2024
Org_0626,Technology,Phishing,2024-04-08,285048,Germany,2024
Org_0329,Technology,Ransomware,2024-04-12,3925991,India,2024
Org_0595,Healthcare,Malware,2024-04-14,455730,India,2024
Org_0508,Technology,Misconfiguration,2024-04-17,508273,Australia,2024
Org_0410,Technology,Physical Theft,2024-04-20,14680,Australia,2024
Org_0491,Education,Physical Theft,2024-04-22,42949,Canada,2024
Org_0288,Retail,Malware,2024-04-23,778259,USA,2024
Org_0359,Finance,Physical Theft,2024-04-26,40047,Canada,2024
Org_0170,Technology,Misconfiguration,2024-04-28,1438440,Germany,2024
Org_0649,Government,Unpatched Vulnerability,2024-05-02,1390831,Canada,2024
Org_0303,Government,Malware,2024-05-10,710922,UK,2024
Org_0535,Education,Physical Theft,2024-05-10,20781,Canada,2024
Org_0637,Education,Ransomware,2024-05-23,4734395,UK,2024
Org_0645,Education,Malware,2024-05-25,597707,USA,2024
Org_0378,Government,Malware,2024-05-30,126200,USA,2024
Org_0223,Technology,Malware,2024-06-01,649133,Brazil,2024
Org_0428,Government,Physical Theft,2024-06-03,31262,Germany,2024
Org_0375,Education,Ransomware,2024-06-08,1965995,USA,2024
Org_0217,Technology,Insider Threat,2024-06-12,32953,Brazil,2024
Org_0058,Education,Phishing,2024-06-15,377120,Australia,2024
Org_0596,Healthcare,Physical Theft,2024-06-20,18702,UK,2024
Org_0546,Education,Malware,2024-06-28,395956,India,2024
Org_0221,Education,Unpatched Vulnerability,2024-07-06,738067,Canada,2024
Org_0533,Retail,Malware,2024-07-06,347922,Australia,2024
Org_0458,Government,Insider Threat,2024-07-18,123889,Australia,2024
Org_0388,Finance,Ransomware,2024-07-22,1353678,Brazil,2024
Org_0564,Retail,Phishing,2024-07-25,137497,Australia,2024
Org_0102,Government,Insider Threat,2024-07-25,166505,UK,2024
Org_0578,Finance,Misconfiguration,2024-07-31,1020764,Germany,2024
Org_0302,Healthcare,Misconfiguration,2024-08-01,1587591,UK,2024
Org_0136,Technology,Physical Theft,2024-08-02,27239,Germany,2024
Org_0284,Technology,Phishing,2024-08-03,251840,UK,2024
Org_0087,Technology,Ransomware,2024-08-11,893274,India,2024
Org_0356,Technology,Ransomware,2024-08-28,4407414,UK,2024
Org_0095,Education,Phishing,2024-08-29,378586,Australia,2024
Org_0431,Technology,Misconfiguration,2024-09-03,680563,Brazil,2024
Org_0305,Finance,Malware,2024-09-05,351489,Canada,2024
Org_0642,Government,Phishing,2024-09-06,271876,India,2024
Org_0264,Technology,Misconfiguration,2024-09-06,1112067,Brazil,2024
Org_0466,Healthcare,Malware,2024-09-08,455730,Canada,2024
Org_0609,Government,Misconfiguration,2024-09-11,358892,India,2024
Org_0277,Finance,Physical Theft,2024-09-15,15575,Canada,2024
Org_0452,Finance,Misconfiguration,2024-09-23,1395232,Brazil,2024
Org_0362,Finance,Phishing,2024-09-23,408904,Canada,2024
Org_0569,Technology,Phishing,2024-09-24,46711,Germany,2024
Org_0074,Finance,Malware,2024-10-17,172720,UK,2024
Org_0092,Healthcare,Phishing,2024-10-19,407186,Germany,2024
Org_0447,Technology,Misconfiguration,2024-10-27,1504725,India,2024
Org_0192,Healthcare,Ransomware,2024-10-29,982702,Canada,2024
Org_0500,Education,Unpatched Vulnerability,2024-10-30,1167544,Germany,2024
Org_0184,Government,Physical Theft,2024-11-05,49358,Germany,2024
Org_0486,Technology,Ransomware,2024-11-15,147684,Canada,2024
Org_0589,Retail,Malware,2024-11-16,384699,Germany,2024
Org_0611,Healthcare,Ransomware,2024-11-16,2438042,Brazil,2024
Org_0584,Healthcare,Physical Theft,2024-11-19,35536,Germany,2024
Org_0542,Government,Phishing,2024-11-20,397494,Brazil,2024
Org_0250,Retail,Physical Theft,2024-11-26,384699,USA,2024
Org_0237,Finance,Unpatched Vulnerability,2024-11-30,2510261,Germany,2024
Org_0531,Technology,Ransomware,2024-12-01,1680126,UK,2024
Org_0583,Retail,Ransomware,2024-12-08,1358585,Brazil,2024
Org_0629,Technology,Physical Theft,2024-12-13,40695,USA,2024
Org_0193,Finance,Phishing,2024-12-26,33429,Australia,2024
Org_0555,Education,Unpatched Vulnerability,2024-12-27,723475,UK,2024
Org_0514,Healthcare,Malware,2025-01-05,515379,Brazil,2025
Org_0352,Retail,Misconfiguration,2025-01-08,44144,USA,2025
Org_0521,Healthcare,Misconfiguration,2025-01-11,452040,USA,2025
Org_0005,Education,Insider Threat,2025-01-18,151449,India,2025
Org_0107,Retail,Physical Theft,2025-01-24,46566,USA,2025
Org_0293,Technology,Phishing,2025-01-27,36134,Brazil,2025
Org_0118,Government,Phishing,2025-01-29,119768,UK,2025
Org_0621,Healthcare,Ransomware,2025-02-05,455730,UK,2025
Org_0056,Technology,Phishing,2025-02-05,49461,Australia,2025
Org_0157,Finance,Insider Threat,2025-02-06,24153,Australia,2025
Org_0220,Education,Misconfiguration,2025-02-14,272501,UK,2025
Org_0553,Finance,Insider Threat,2025-02-24,188725,Canada,2025
Org_0294,Healthcare,Insider Threat,2025-02-25,172927,Canada,2025
Org_0258,Retail,Misconfiguration,2025-03-01,1744323,Canada,2025
Org_0414,Retail,Phishing,2025-03-02,384699,Australia,2025
Org_0606,Technology,Unpatched Vulnerability,2025-03-04,1476129,Australia,2025
Org_0536,Finance,Ransomware,2025-03-09,2370958,Australia,2025
Org_0518,Technology,Physical Theft,2025-03-15,2663,UK,2025
Org_0336,Government,Insider Threat,2025-03-27,145567,Australia,2025
Org_0323,Technology,Physical Theft,2025-03-27,49377,Canada,2025
Org_0077,Retail,Physical Theft,2025-04-06,879,Canada,2025
Org_0328,Healthcare,Phishing,2025-04-08,355516,India,2025
Org_0545,Retail,Insider Threat,2025-04-10,27159,USA,2025
Org_0315,Government,Malware,2025-04-20,316029,Germany,2025
Org_0149,Government,Physical Theft,2025-04-20,28235,Australia,2025
Org_0174,Technology,Insider Threat,2025-04-23,84386,Canada,2025
Org_0072,Healthcare,Malware,2025-04-23,455730,USA,2025
Org_0377,Finance,Misconfiguration,2025-05-09,480842,Brazil,2025
Org_0178,Education,Malware,2025-05-13,350555,Brazil,2025
Org_0571,Finance,Insider Threat,2025-05-14,351489,Brazil,2025
Org_0274,Retail,Physical Theft,2025-05-28,40349,USA,2025
Org_0094,Healthcare,Ransomware,2025-05-29,1367490,India,2025
Org_0485,Education,Physical Theft,2025-06-03,31633,Germany,2025
Org_0037,Technology,Physical Theft,2025-06-10,8850,India,2025
Org_0053,Government,Unpatched Vulnerability,2025-06-16,2860877,Germany,2025
Org_0371,Government,Unpatched Vulnerability,2025-06-21,358892,India,2025
Org_0195,Education,Unpatched Vulnerability,2025-06-30,2215653,Australia,2025
Org_0544,Government,Malware,2025-07-01,544042,USA,2025
Org_0022,Healthcare,Phishing,2025-07-03,112821,India,2025
Org_0007,Technology,Ransomware,2025-07-08,648967,UK,2025
Org_0132,Government,Unpatched Vulnerability,2025-07-18,2471822,India,2025
Org_0572,Education,Physical Theft,2025-07-23,23625,UK,2025
Org_0131,Healthcare,Ransomware,2025-07-25,4725077,Australia,2025
Org_0638,Government,Misconfiguration,2025-07-25,1483355,India,2025
Org_0055,Education,Malware,2025-07-30,537004,Germany,2025
Org_0559,Education,Phishing,2025-08-11,274201,Brazil,2025
Org_0241,Technology,Misconfiguration,2025-08-20,76208,Brazil,2025
Org_0446,Technology,Phishing,2025-08-26,249063,Brazil,2025
Org_0076,Technology,Physical Theft,2025-09-03,37138,Brazil,2025
Org_0301,Technology,Insider Threat,2025-09-04,142452,USA,2025
Org_0290,Government,Ransomware,2025-09-06,2208613,Australia,2025
Org_0471,Education,Physical Theft,2025-09-09,19783,Australia,2025
Org_0623,Retail,Ransomware,2025-09-10,384699,USA,2025
Org_0146,Healthcare,Insider Threat,2025-09-11,128621,Germany,2025
Org_0096,Retail,Physical Theft,2025-09-16,17387,USA,2025
Org_0239,Government,Misconfiguration,2025-09-19,1261810,Brazil,2025
Org_0205,Retail,Unpatched Vulnerability,2025-09-26,1494494,UK,2025
Org_0436,Technology,Phishing,2025-09-29,26342,India,2025
Org_0321,Government,Unpatched Vulnerability,2025-10-04,358892,Brazil,2025
Org_0084,Government,Phishing,2025-10-04,161040,Germany,2025
Org_0183,Education,Insider Threat,2025-10-08,189153,UK,2025
Org_0245,Retail,Misconfiguration,2025-10-10,1289423,Australia,2025
Org_0327,Finance,Malware,2025-10-24,335400,Germany,2025
Org_0404,Finance,Unpatched Vulnerability,2025-10-28,351489,Australia,2025
Org_0179,Technology,Malware,2025-10-31,136215,Australia,2025
Org_0355,Technology,Insider Threat,2025-11-04,112620,Australia,2025
Org_0579,Healthcare,Misconfiguration,2025-11-12,1688060,Australia,2025
Org_0331,Government,Physical Theft,2025-11-22,37887,India,2025
Org_0484,Government,Malware,2025-11-25,703382,USA,2025
Org_0390,Healthcare,Misconfiguration,2025-11-26,460931,Brazil,2025
Org_0191,Retail,Insider Threat,2025-11-29,117698,UK,2025
Org_0064,Healthcare,Ransomware,2025-12-03,588790,UK,2025
Org_0281,Education,Misconfiguration,2025-12-08,1699835,Brazil,2025
Org_0635,Technology,Insider Threat,2025-12-11,161825,Brazil,2025
Org_0050,Healthcare,Unpatched Vulnerability,2025-12-13,27093,USA,2025
Org_0214,Education,Malware,2025-12-16,380052,Australia,2025
Org_0165,Healthcare,Unpatched Vulnerability,2025-12-16,1234314,Germany,2025
Org_0504,Retail,Unpatched Vulnerability,2025-12-18,2847982,Australia,2025
Org_0384,Finance,Phishing,2025-12-24,351489,UK,2025
Org_0454,Healthcare,Unpatched Vulnerability,2025-12-31,2898626,India,2025
